id,vid,vendor,pid,device,type,net,screen,height,width,driver,image,,,,,
d-03f0-1f11,v-03f0,Hewlett-Packard,p-1f11,PSC 920,,,,,,,,,,,,
d-03f0-1f12,v-03f0,Hewlett-Packard,p-1f12,OfficeJet Pro K5300,,,,,,,,,,,,
d-03f0-1f17,v-03f0,Hewlett-Packard,p-1f17,color LaserJet 5550,,,,,,,,,,,,
d-03f0-1f1d,v-03f0,Hewlett-Packard,p-1f1d,un2400 Gobi Wireless Modem,,,,,,,,,,,,
d-03f0-2001,v-03f0,Hewlett-Packard,p-2001,Floppy,,,,,,,,,,,,
d-03f0-2002,v-03f0,Hewlett-Packard,p-2002,Hub,,,,,,,,,,,,
d-03f0-2004,v-03f0,Hewlett-Packard,p-2004,DeskJet 640c,,,,,,,,,,,,
d-03f0-2005,v-03f0,Hewlett-Packard,p-2005,ScanJet 3570c,,,,,,,,,,,,
d-03f0-2012,v-03f0,Hewlett-Packard,p-2012,OfficeJet Pro K5400,,,,,,,,,,,,
d-03f0-201d,v-03f0,Hewlett-Packard,p-201d,un2400 Gobi Wireless Modem (QDL mode),,,,,,,,,,,,
d-03f0-2102,v-03f0,Hewlett-Packard,p-2102,PhotoSmart 7345,,,,,,,,,,,,
d-03f0-2104,v-03f0,Hewlett-Packard,p-2104,DeskJet 630c,,,,,,,,,,,,
d-03f0-2112,v-03f0,Hewlett-Packard,p-2112,OfficeJet Pro L7500,,,,,,,,,,,,
d-03f0-211d,v-03f0,Hewlett-Packard,p-211d,Sierra MC5725 [ev2210],,,,,,,,,,,,
d-03f0-2202,v-03f0,Hewlett-Packard,p-2202,PhotoSmart 7600 series,,,,,,,,,,,,
d-03f0-2205,v-03f0,Hewlett-Packard,p-2205,ScanJet 3500c,,,,,,,,,,,,
d-03f0-2212,v-03f0,Hewlett-Packard,p-2212,OfficeJet Pro L7600,,,,,,,,,,,,
d-03f0-2217,v-03f0,Hewlett-Packard,p-2217,color LaserJet 9500 MFP,,,,,,,,,,,,
d-03f0-2302,v-03f0,Hewlett-Packard,p-2302,PhotoSmart 7600 series,,,,,,,,,,,,
d-03f0-2304,v-03f0,Hewlett-Packard,p-2304,DeskJet 656c,,,,,,,,,,,,
d-03f0-2305,v-03f0,Hewlett-Packard,p-2305,ScanJet 3970c,,,,,,,,,,,,
d-03f0-2311,v-03f0,Hewlett-Packard,p-2311,OfficeJet d series,,,,,,,,,,,,
d-03f0-2312,v-03f0,Hewlett-Packard,p-2312,OfficeJet Pro L7700,,,,,,,,,,,,
d-03f0-2317,v-03f0,Hewlett-Packard,p-2317,LaserJet 4350,,,,,,,,,,,,
d-03f0-2402,v-03f0,Hewlett-Packard,p-2402,PhotoSmart 7700 series,,,,,,,,,,,,
d-03f0-2404,v-03f0,Hewlett-Packard,p-2404,Deskjet F2280 series,,,,,,,,,,,,
d-03f0-2405,v-03f0,Hewlett-Packard,p-2405,ScanJet 4070 PhotoSmart,,,,,,,,,,,,
d-03f0-2417,v-03f0,Hewlett-Packard,p-2417,LaserJet 4250,,,,,,,,,,,,
d-03f0-241d,v-03f0,Hewlett-Packard,p-241d,Gobi 2000 Wireless Modem (QDL mode),,,,,,,,,,,,
d-03f0-2424,v-03f0,Hewlett-Packard,p-2424,"LP1965 19 Monitor Hub""",,,,,,,,,,,,
d-03f0-2502,v-03f0,Hewlett-Packard,p-2502,PhotoSmart 7700 series,,,,,,,,,,,,
d-03f0-2504,v-03f0,Hewlett-Packard,p-2504,DeskJet F4200 series,,,,,,,,,,,,
d-03f0-2505,v-03f0,Hewlett-Packard,p-2505,ScanJet 3770,,,,,,,,,,,,
d-03f0-2512,v-03f0,Hewlett-Packard,p-2512,OfficeJet Pro L7300,,,,,,,,,,,,
d-03f0-2517,v-03f0,Hewlett-Packard,p-2517,LaserJet 2410,,,,,,,,,,,,
d-03f0-251d,v-03f0,Hewlett-Packard,p-251d,Gobi 2000 Wireless Modem,,,,,,,,,,,,
d-03f0-2524,v-03f0,Hewlett-Packard,p-2524,"LP3065 30 Monitor Hub""",,,,,,,,,,,,
d-03f0-2602,v-03f0,Hewlett-Packard,p-2602,PhotoSmart A520 series,,,,,,,,,,,,
d-03f0-2605,v-03f0,Hewlett-Packard,p-2605,ScanJet 3800c,,,,,,,,,,,,
d-03f0-2611,v-03f0,Hewlett-Packard,p-2611,OfficeJet 7100 series,,,,,,,,,,,,
d-03f0-2617,v-03f0,Hewlett-Packard,p-2617,Color LaserJet 2820 series,,,,,,,,,,,,
d-03f0-2624,v-03f0,Hewlett-Packard,p-2624,Pole Display (HP522 2 x 20 Line Display),,,,,,,,,,,,
d-03f0-2702,v-03f0,Hewlett-Packard,p-2702,PhotoSmart A620 series,,,,,,,,,,,,
d-03f0-2704,v-03f0,Hewlett-Packard,p-2704,DeskJet 915,,,,,,,,,,,,
d-03f0-2717,v-03f0,Hewlett-Packard,p-2717,Color LaserJet 2830,,,,,,,,,,,,
d-03f0-2811,v-03f0,Hewlett-Packard,p-2811,PSC-2100,,,,,,,,,,,,
d-03f0-2817,v-03f0,Hewlett-Packard,p-2817,Color LaserJet 2840,,,,,,,,,,,,
d-03f0-2902,v-03f0,Hewlett-Packard,p-2902,PhotoSmart A820 series,,,,,,,,,,,,
d-03f0-2911,v-03f0,Hewlett-Packard,p-2911,PSC 2200,,,,,,,,,,,,
d-03f0-2917,v-03f0,Hewlett-Packard,p-2917,LaserJet 2420,,,,,,,,,,,,
d-03f0-2a11,v-03f0,Hewlett-Packard,p-2a11,PSC 2150 series,,,,,,,,,,,,
d-03f0-2a17,v-03f0,Hewlett-Packard,p-2a17,LaserJet 2430,,,,,,,,,,,,
d-03f0-2b11,v-03f0,Hewlett-Packard,p-2b11,PSC 2170 series,,,,,,,,,,,,
d-03f0-2b17,v-03f0,Hewlett-Packard,p-2b17,LaserJet 1020,,,,,,,,,,,,
d-03f0-2c12,v-03f0,Hewlett-Packard,p-2c12,Officejet J4680,,,,,,,,,,,,
d-03f0-2c17,v-03f0,Hewlett-Packard,p-2c17,LaserJet 1022,,,,,,,,,,,,
d-03f0-2c24,v-03f0,Hewlett-Packard,p-2c24,Logitech M-UAL-96 Mouse,,,,,,,,,,,,
d-03f0-2d11,v-03f0,Hewlett-Packard,p-2d11,OfficeJet 6110,,,,,,,,,,,,
d-03f0-2d17,v-03f0,Hewlett-Packard,p-2d17,Printing Support,,,,,,,,,,,,
d-03f0-2e11,v-03f0,Hewlett-Packard,p-2e11,PSC 1000,,,,,,,,,,,,
d-03f0-2e17,v-03f0,Hewlett-Packard,p-2e17,LaserJet 2600n,,,,,,,,,,,,
d-03f0-2e24,v-03f0,Hewlett-Packard,p-2e24,LP2275w Monitor Hub,,,,,,,,,,,,
d-03f0-2f11,v-03f0,Hewlett-Packard,p-2f11,PSC 1200,,,,,,,,,,,,
d-03f0-2f17,v-03f0,Hewlett-Packard,p-2f17,EWS 2605dn,,,,,,,,,,,,
d-03f0-2f24,v-03f0,Hewlett-Packard,p-2f24,LP2475w Monitor Hub,,,,,,,,,,,,
d-03f0-3002,v-03f0,Hewlett-Packard,p-3002,PhotoSmart P1000,,,,,,,,,,,,
d-03f0-3004,v-03f0,Hewlett-Packard,p-3004,DeskJet 980c,,,,,,,,,,,,
d-03f0-3005,v-03f0,Hewlett-Packard,p-3005,ScanJet 4670v,,,,,,,,,,,,
d-03f0-3011,v-03f0,Hewlett-Packard,p-3011,PSC 1100 series,,,,,,,,,,,,
d-03f0-3017,v-03f0,Hewlett-Packard,p-3017,Printing Support,,,,,,,,,,,,
d-03f0-3102,v-03f0,Hewlett-Packard,p-3102,PhotoSmart P1100 Printer w/ Card Reader,,,,,,,,,,,,
d-03f0-3104,v-03f0,Hewlett-Packard,p-3104,DeskJet 960c,,,,,,,,,,,,
d-03f0-3111,v-03f0,Hewlett-Packard,p-3111,OfficeJet 4100 series,,,,,,,,,,,,
d-03f0-3117,v-03f0,Hewlett-Packard,p-3117,EWS 2605dtn,,,,,,,,,,,,
d-03f0-311d,v-03f0,Hewlett-Packard,p-311d,Atheros AR9285 Malbec Bluetooth Adapter,,,,,,,,,,,,
d-03f0-3202,v-03f0,Hewlett-Packard,p-3202,PhotoSmart 1215,,,,,,,,,,,,
d-03f0-3207,v-03f0,Hewlett-Packard,p-3207,4 GB flash drive,,,,,,,,,,,,
d-03f0-3211,v-03f0,Hewlett-Packard,p-3211,OfficeJet 4105 series,,,,,,,,,,,,
d-03f0-3217,v-03f0,Hewlett-Packard,p-3217,LaserJet 3050,,,,,,,,,,,,
d-03f0-3302,v-03f0,Hewlett-Packard,p-3302,PhotoSmart 1218,,,,,,,,,,,,
d-03f0-3304,v-03f0,Hewlett-Packard,p-3304,DeskJet 990c,,,,,,,,,,,,
d-03f0-3312,v-03f0,Hewlett-Packard,p-3312,OfficeJet J6410,,,,,,,,,,,,
d-03f0-3317,v-03f0,Hewlett-Packard,p-3317,LaserJet 3052,,,,,,,,,,,,
d-03f0-3402,v-03f0,Hewlett-Packard,p-3402,PhotoSmart 1115,,,,,,,,,,,,
d-03f0-3404,v-03f0,Hewlett-Packard,p-3404,DeskJet 6122,,,,,,,,,,,,
d-03f0-3417,v-03f0,Hewlett-Packard,p-3417,LaserJet 3055,,,,,,,,,,,,
d-03f0-3502,v-03f0,Hewlett-Packard,p-3502,PhotoSmart 230,,,,,,,,,,,,
d-03f0-3504,v-03f0,Hewlett-Packard,p-3504,DeskJet 6127c,,,,,,,,,,,,
d-03f0-3511,v-03f0,Hewlett-Packard,p-3511,PSC 2300,,,,,,,,,,,,
d-03f0-3517,v-03f0,Hewlett-Packard,p-3517,LaserJet 3390,,,,,,,,,,,,
d-03f0-3602,v-03f0,Hewlett-Packard,p-3602,PhotoSmart 1315,,,,,,,,,,,,
d-03f0-3611,v-03f0,Hewlett-Packard,p-3611,PSC 2410 PhotoSmart,,,,,,,,,,,,
d-03f0-3617,v-03f0,Hewlett-Packard,p-3617,Color LaserJet 2605,,,,,,,,,,,,
d-03f0-3711,v-03f0,Hewlett-Packard,p-3711,PSC 2500,,,,,,,,,,,,
d-03f0-3717,v-03f0,Hewlett-Packard,p-3717,EWS UPD,,,,,,,,,,,,
d-03f0-3724,v-03f0,Hewlett-Packard,p-3724,Webcam,,,,,,,,,,,,
d-03f0-3802,v-03f0,Hewlett-Packard,p-3802,PhotoSmart 100,,,,,,,,,,,,
d-03f0-3817,v-03f0,Hewlett-Packard,p-3817,LaserJet P2015 series,,,,,,,,,,,,
d-03f0-3902,v-03f0,Hewlett-Packard,p-3902,PhotoSmart 130,,,,,,,,,,,,
d-03f0-3a02,v-03f0,Hewlett-Packard,p-3a02,PhotoSmart 7150,,,,,,,,,,,,
d-03f0-3a11,v-03f0,Hewlett-Packard,p-3a11,OfficeJet 5500 series,,,,,,,,,,,,
d-03f0-3a17,v-03f0,Hewlett-Packard,p-3a17,Printing Support,,,,,,,,,,,,
d-03f0-3b02,v-03f0,Hewlett-Packard,p-3b02,PhotoSmart 7150~,,,,,,,,,,,,
d-03f0-3b11,v-03f0,Hewlett-Packard,p-3b11,PSC 1300 series,,,,,,,,,,,,
d-03f0-3b17,v-03f0,Hewlett-Packard,p-3b17,LaserJet M1005 MFP,,,,,,,,,,,,
d-03f0-3c02,v-03f0,Hewlett-Packard,p-3c02,PhotoSmart 7350,,,,,,,,,,,,
d-03f0-3c11,v-03f0,Hewlett-Packard,p-3c11,PSC 1358,,,,,,,,,,,,
d-03f0-3c17,v-03f0,Hewlett-Packard,p-3c17,EWS UPD,,,,,,,,,,,,
d-03f0-3d02,v-03f0,Hewlett-Packard,p-3d02,PhotoSmart 7350~,,,,,,,,,,,,
d-03f0-3d11,v-03f0,Hewlett-Packard,p-3d11,OfficeJet 4215,,,,,,,,,,,,
d-03f0-3d17,v-03f0,Hewlett-Packard,p-3d17,LaserJet P1005,,,,,,,,,,,,
d-03f0-3e02,v-03f0,Hewlett-Packard,p-3e02,PhotoSmart 7550,,,,,,,,,,,,
d-03f0-3e17,v-03f0,Hewlett-Packard,p-3e17,LaserJet P1006,,,,,,,,,,,,
d-03f0-3f02,v-03f0,Hewlett-Packard,p-3f02,PhotoSmart 7550~,,,,,,,,,,,,
d-03f0-3f11,v-03f0,Hewlett-Packard,p-3f11,PSC-1315/PSC-1317,,,,,,,,,,,,
d-03f0-4002,v-03f0,Hewlett-Packard,p-4002,PhotoSmart 635/715/720/735/935 (storage),,,,,,,,,,,,
d-03f0-4004,v-03f0,Hewlett-Packard,p-4004,cp1160,,,,,,,,,,,,
d-03f0-4102,v-03f0,Hewlett-Packard,p-4102,PhotoSmart 618,,,,,,,,,,,,
d-03f0-4105,v-03f0,Hewlett-Packard,p-4105,ScanJet 4370,,,,,,,,,,,,
d-03f0-4111,v-03f0,Hewlett-Packard,p-4111,OfficeJet 7200 series,,,,,,,,,,,,
d-03f0-4117,v-03f0,Hewlett-Packard,p-4117,LaserJet 1018,,,,,,,,,,,,
d-03f0-4202,v-03f0,Hewlett-Packard,p-4202,PhotoSmart 812,,,,,,,,,,,,
d-03f0-4205,v-03f0,Hewlett-Packard,p-4205,ScanJet G3010,,,,,,,,,,,,
d-03f0-4211,v-03f0,Hewlett-Packard,p-4211,OfficeJet 7300 series,,,,,,,,,,,,
d-03f0-4217,v-03f0,Hewlett-Packard,p-4217,EWS CM1015,,,,,,,,,,,,
d-03f0-4302,v-03f0,Hewlett-Packard,p-4302,PhotoSmart 850 (ptp),,,,,,,,,,,,
d-03f0-4305,v-03f0,Hewlett-Packard,p-4305,ScanJet G3110,,,,,,,,,,,,
d-03f0-4311,v-03f0,Hewlett-Packard,p-4311,OfficeJet 7400 series,,,,,,,,,,,,
d-03f0-4317,v-03f0,Hewlett-Packard,p-4317,Color LaserJet CM1017,,,,,,,,,,,,
d-03f0-4402,v-03f0,Hewlett-Packard,p-4402,PhotoSmart 935 (ptp),,,,,,,,,,,,
d-03f0-4417,v-03f0,Hewlett-Packard,p-4417,EWS UPD,,,,,,,,,,,,
d-03f0-4502,v-03f0,Hewlett-Packard,p-4502,PhotoSmart 945 (PTP mode),,,,,,,,,,,,
d-03f0-4505,v-03f0,Hewlett-Packard,p-4505,ScanJet G4010,,,,,,,,,,,,
d-03f0-4511,v-03f0,Hewlett-Packard,p-4511,PhotoSmart 2600,,,,,,,,,,,,
d-03f0-4512,v-03f0,Hewlett-Packard,p-4512,E709n [Officejet 6500 Wireless],,,,,,,,,,,,
d-03f0-4517,v-03f0,Hewlett-Packard,p-4517,EWS UPD,,,,,,,,,,,,
d-03f0-4605,v-03f0,Hewlett-Packard,p-4605,ScanJet G4050,,,,,,,,,,,,
d-03f0-4611,v-03f0,Hewlett-Packard,p-4611,PhotoSmart 2700,,,,,,,,,,,,
d-03f0-4717,v-03f0,Hewlett-Packard,p-4717,Color LaserJet CP1215,,,,,,,,,,,,
d-03f0-4811,v-03f0,Hewlett-Packard,p-4811,PSC 1600,,,,,,,,,,,,
d-03f0-4911,v-03f0,Hewlett-Packard,p-4911,PSC 2350,,,,,,,,,,,,
d-03f0-4b11,v-03f0,Hewlett-Packard,p-4b11,OfficeJet 6200,,,,,,,,,,,,
d-03f0-4c11,v-03f0,Hewlett-Packard,p-4c11,PSC 1500 series,,,,,,,,,,,,
d-03f0-4c17,v-03f0,Hewlett-Packard,p-4c17,EWS UPD,,,,,,,,,,,,
d-03f0-4d11,v-03f0,Hewlett-Packard,p-4d11,PSC 1400,,,,,,,,,,,,
d-03f0-4d17,v-03f0,Hewlett-Packard,p-4d17,EWS UPD,,,,,,,,,,,,
d-03f0-4e11,v-03f0,Hewlett-Packard,p-4e11,PhotoSmart 2570 series,,,,,,,,,,,,
d-03f0-4f11,v-03f0,Hewlett-Packard,p-4f11,OfficeJet 5600 (USBHUB),,,,,,,,,,,,
d-03f0-5004,v-03f0,Hewlett-Packard,p-5004,DeskJet 995c,,,,,,,,,,,,
d-03f0-5011,v-03f0,Hewlett-Packard,p-5011,PhotoSmart 3100 series,,,,,,,,,,,,
d-03f0-5017,v-03f0,Hewlett-Packard,p-5017,EWS UPD,,,,,,,,,,,,
d-03f0-5111,v-03f0,Hewlett-Packard,p-5111,PhotoSmart 3200 series,,,,,,,,,,,,
d-03f0-5211,v-03f0,Hewlett-Packard,p-5211,PhotoSmart 3300 series,,,,,,,,,,,,
d-03f0-5311,v-03f0,Hewlett-Packard,p-5311,OfficeJet 6300,,,,,,,,,,,,
d-03f0-5312,v-03f0,Hewlett-Packard,p-5312,Officejet Pro 8500A,,,,,,,,,,,,
d-03f0-5411,v-03f0,Hewlett-Packard,p-5411,OfficeJet 4300,,,,,,,,,,,,
d-03f0-5511,v-03f0,Hewlett-Packard,p-5511,DeskJet F300 series,,,,,,,,,,,,
d-03f0-5611,v-03f0,Hewlett-Packard,p-5611,PhotoSmart C3180,,,,,,,,,,,,
d-03f0-5617,v-03f0,Hewlett-Packard,p-5617,LaserJet M1120 MFP,,,,,,,,,,,,
d-03f0-5711,v-03f0,Hewlett-Packard,p-5711,PhotoSmart C4100 series,,,,,,,,,,,,
d-03f0-5717,v-03f0,Hewlett-Packard,p-5717,LaserJet M1120n MFP,,,,,,,,,,,,
d-03f0-5811,v-03f0,Hewlett-Packard,p-5811,PhotoSmart C5100 series,,,,,,,,,,,,
d-03f0-5817,v-03f0,Hewlett-Packard,p-5817,LaserJet M1319f MFP,,,,,,,,,,,,
d-03f0-5911,v-03f0,Hewlett-Packard,p-5911,PhotoSmart C6180,,,,,,,,,,,,
d-03f0-5a11,v-03f0,Hewlett-Packard,p-5a11,PhotoSmart C7100 series,,,,,,,,,,,,
d-03f0-5b11,v-03f0,Hewlett-Packard,p-5b11,OfficeJet J2100 series,,,,,,,,,,,,
d-03f0-5c11,v-03f0,Hewlett-Packard,p-5c11,PhotoSmart C4200 Printer series,,,,,,,,,,,,
d-03f0-5d11,v-03f0,Hewlett-Packard,p-5d11,PhotoSmart C5200 series,,,,,,,,,,,,
d-03f0-5e11,v-03f0,Hewlett-Packard,p-5e11,PhotoSmart D7400 series,,,,,,,,,,,,
d-03f0-6004,v-03f0,Hewlett-Packard,p-6004,DeskJet 5550,,,,,,,,,,,,
d-03f0-6102,v-03f0,Hewlett-Packard,p-6102,Hewlett Packard Digital Camera,,,,,,,,,,,,
d-03f0-6104,v-03f0,Hewlett-Packard,p-6104,DeskJet 5650c,,,,,,,,,,,,
d-03f0-6117,v-03f0,Hewlett-Packard,p-6117,color LaserJet 3550,,,,,,,,,,,,
d-03f0-6202,v-03f0,Hewlett-Packard,p-6202,PhotoSmart 215,,,,,,,,,,,,
d-03f0-6204,v-03f0,Hewlett-Packard,p-6204,DeskJet 5150c,,,,,,,,,,,,
d-03f0-6217,v-03f0,Hewlett-Packard,p-6217,Color LaserJet 4700,,,,,,,,,,,,
d-03f0-6302,v-03f0,Hewlett-Packard,p-6302,PhotoSmart 318/612,,,,,,,,,,,,
d-03f0-6317,v-03f0,Hewlett-Packard,p-6317,Color LaserJet 4730mfp,,,,,,,,,,,,
d-03f0-6402,v-03f0,Hewlett-Packard,p-6402,PhotoSmart 715 (ptp),,,,,,,,,,,,
d-03f0-6411,v-03f0,Hewlett-Packard,p-6411,PhotoSmart C8100 series,,,,,,,,,,,,
d-03f0-6417,v-03f0,Hewlett-Packard,p-6417,LaserJet 5200,,,,,,,,,,,,
d-03f0-6502,v-03f0,Hewlett-Packard,p-6502,PhotoSmart 120 (ptp),,,,,,,,,,,,
d-03f0-6511,v-03f0,Hewlett-Packard,p-6511,PhotoSmart C7200 series,,,,,,,,,,,,
d-03f0-6602,v-03f0,Hewlett-Packard,p-6602,PhotoSmart 320,,,,,,,,,,,,
d-03f0-6611,v-03f0,Hewlett-Packard,p-6611,PhotoSmart C4380 series,,,,,,,,,,,,
d-03f0-6617,v-03f0,Hewlett-Packard,p-6617,LaserJet 5200L,,,,,,,,,,,,
d-03f0-6702,v-03f0,Hewlett-Packard,p-6702,PhotoSmart 720 (ptp),,,,,,,,,,,,
d-03f0-6717,v-03f0,Hewlett-Packard,p-6717,Color LaserJet 3000,,,,,,,,,,,,
d-03f0-6802,v-03f0,Hewlett-Packard,p-6802,PhotoSmart 620 (ptp),,,,,,,,,,,,
d-03f0-6811,v-03f0,Hewlett-Packard,p-6811,PhotoSmart D5300 series,,,,,,,,,,,,
d-03f0-6817,v-03f0,Hewlett-Packard,p-6817,Color LaserJet 3800,,,,,,,,,,,,
d-03f0-6911,v-03f0,Hewlett-Packard,p-6911,PhotoSmart D7200 series,,,,,,,,,,,,
d-03f0-6917,v-03f0,Hewlett-Packard,p-6917,Color LaserJet 3600,,,,,,,,,,,,
d-03f0-6a02,v-03f0,Hewlett-Packard,p-6a02,PhotoSmart 735 (ptp),,,,,,,,,,,,
d-03f0-6a11,v-03f0,Hewlett-Packard,p-6a11,PhotoSmart C6200 series,,,,,,,,,,,,
d-03f0-6a17,v-03f0,Hewlett-Packard,p-6a17,LaserJet 4240,,,,,,,,,,,,
d-03f0-6b02,v-03f0,Hewlett-Packard,p-6b02,PhotoSmart R707 (PTP mode),,,,,,,,,,,,
d-03f0-6b11,v-03f0,Hewlett-Packard,p-6b11,Photosmart C4500 series,,,,,,,,,,,,
d-03f0-6c17,v-03f0,Hewlett-Packard,p-6c17,Color LaserJet 4610,,,,,,,,,,,,
d-03f0-6f17,v-03f0,Hewlett-Packard,p-6f17,Color LaserJet CP6015 series,,,,,,,,,,,,
d-03f0-7004,v-03f0,Hewlett-Packard,p-7004,DeskJet 3320c,,,,,,,,,,,,
d-03f0-7102,v-03f0,Hewlett-Packard,p-7102,PhotoSmart 635 (PTP mode),,,,,,,,,,,,
d-03f0-7104,v-03f0,Hewlett-Packard,p-7104,DeskJet 3420c,,,,,,,,,,,,
d-03f0-7117,v-03f0,Hewlett-Packard,p-7117,CM8060 Color MFP with Edgeline Technology,,,,,,,,,,,,
d-03f0-7202,v-03f0,Hewlett-Packard,p-7202,PhotoSmart 43x (ptp),,,,,,,,,,,,
d-03f0-7204,v-03f0,Hewlett-Packard,p-7204,DeskJet 36xx,,,,,,,,,,,,
d-03f0-7217,v-03f0,Hewlett-Packard,p-7217,LaserJet M5035 MFP,,,,,,,,,,,,
d-03f0-7302,v-03f0,Hewlett-Packard,p-7302,PhotoSmart M307 (PTP mode),,,,,,,,,,,,
d-03f0-7304,v-03f0,Hewlett-Packard,p-7304,DeskJet 35xx,,,,,,,,,,,,
d-03f0-7311,v-03f0,Hewlett-Packard,p-7311,Photosmart Premium C309,,,,,,,,,,,,
d-03f0-7317,v-03f0,Hewlett-Packard,p-7317,LaserJet P3005,,,,,,,,,,,,
d-03f0-7404,v-03f0,Hewlett-Packard,p-7404,Printing Support,,,,,,,,,,,,
d-03f0-7417,v-03f0,Hewlett-Packard,p-7417,LaserJet M4345 MFP,,,,,,,,,,,,
d-03f0-7504,v-03f0,Hewlett-Packard,p-7504,Printing Support,,,,,,,,,,,,
d-03f0-7517,v-03f0,Hewlett-Packard,p-7517,LaserJet M3035 MFP,,,,,,,,,,,,
d-03f0-7604,v-03f0,Hewlett-Packard,p-7604,DeskJet 3940,,,,,,,,,,,,
d-03f0-7611,v-03f0,Hewlett-Packard,p-7611,DeskJet F2492 All-in-One,,,,,,,,,,,,
d-03f0-7617,v-03f0,Hewlett-Packard,p-7617,LaserJet P3004,,,,,,,,,,,,
d-03f0-7702,v-03f0,Hewlett-Packard,p-7702,PhotoSmart R817 (PTP mode),,,,,,,,,,,,
d-03f0-7704,v-03f0,Hewlett-Packard,p-7704,DeskJet D4100,,,,,,,,,,,,
d-03f0-7717,v-03f0,Hewlett-Packard,p-7717,CM8050 Color MFP with Edgeline Technology,,,,,,,,,,,,
d-03f0-7804,v-03f0,Hewlett-Packard,p-7804,DeskJet D1360,,,,,,,,,,,,
d-03f0-7817,v-03f0,Hewlett-Packard,p-7817,Color LaserJet CP3505,,,,,,,,,,,,
d-03f0-7917,v-03f0,Hewlett-Packard,p-7917,LaserJet M5025 MFP,,,,,,,,,,,,
d-03f0-7a02,v-03f0,Hewlett-Packard,p-7a02,PhotoSmart M415 (PTP mode),,,,,,,,,,,,
d-03f0-7a04,v-03f0,Hewlett-Packard,p-7a04,DeskJet D2460,,,,,,,,,,,,
d-03f0-7a17,v-03f0,Hewlett-Packard,p-7a17,LaserJet M3027 MFP,,,,,,,,,,,,
d-03f0-7b02,v-03f0,Hewlett-Packard,p-7b02,PhotoSmart M23 (PTP mode),,,,,,,,,,,,
d-03f0-7b17,v-03f0,Hewlett-Packard,p-7b17,Color LaserJet CP4005,,,,,,,,,,,,
d-03f0-7c17,v-03f0,Hewlett-Packard,p-7c17,Color LaserJet CM6040 series,,,,,,,,,,,,
d-03f0-7d04,v-03f0,Hewlett-Packard,p-7d04,DeskJet F2100 Printer series,,,,,,,,,,,,
d-03f0-7d17,v-03f0,Hewlett-Packard,p-7d17,Color LaserJet CM4730 MFP,,,,,,,,,,,,
d-03f0-7e04,v-03f0,Hewlett-Packard,p-7e04,DeskJet F4100 Printer series,,,,,,,,,,,,
d-03f0-8017,v-03f0,Hewlett-Packard,p-8017,LaserJet P4515,,,,,,,,,,,,
d-03f0-8104,v-03f0,Hewlett-Packard,p-8104,Printing Support,,,,,,,,,,,,
d-03f0-8117,v-03f0,Hewlett-Packard,p-8117,LaserJet P4015,,,,,,,,,,,,
d-03f0-811c,v-03f0,Hewlett-Packard,p-811c,Ethernet HN210E,,,,,,,,,,,,
d-03f0-8204,v-03f0,Hewlett-Packard,p-8204,Printing Support,,,,,,,,,,,,
d-03f0-8207,v-03f0,Hewlett-Packard,p-8207,FHA-3510 2.4GHz Wireless Optical Mobile Mouse,,,,,,,,,,,,
d-03f0-8217,v-03f0,Hewlett-Packard,p-8217,LaserJet P4014,,,,,,,,,,,,
d-03f0-8317,v-03f0,Hewlett-Packard,p-8317,LaserJet M9050 MFP,,,,,,,,,,,,
d-03f0-8404,v-03f0,Hewlett-Packard,p-8404,DeskJet 6800 series,,,,,,,,,,,,
d-03f0-8417,v-03f0,Hewlett-Packard,p-8417,LaserJet M9040 MFP,,,,,,,,,,,,
d-03f0-8504,v-03f0,Hewlett-Packard,p-8504,DeskJet 6600 series,,,,,,,,,,,,
d-03f0-8604,v-03f0,Hewlett-Packard,p-8604,DeskJet 5440,,,,,,,,,,,,
d-03f0-8704,v-03f0,Hewlett-Packard,p-8704,DeskJet 5940,,,,,,,,,,,,
d-03f0-8804,v-03f0,Hewlett-Packard,p-8804,DeskJet 6980 series,,,,,,,,,,,,
d-03f0-8904,v-03f0,Hewlett-Packard,p-8904,DeskJet 6940 series,,,,,,,,,,,,
d-03f0-8c07,v-03f0,Hewlett-Packard,p-8c07,Digital Stereo Headset,,,,,,,,,,,,
d-03f0-8c11,v-03f0,Hewlett-Packard,p-8c11,Deskjet F4500 series,,,,,,,,,,,,
d-03f0-9002,v-03f0,Hewlett-Packard,p-9002,PhotoSmart M437,,,,,,,,,,,,
d-03f0-9102,v-03f0,Hewlett-Packard,p-9102,PhotoSmart M537,,,,,,,,,,,,
d-03f0-9302,v-03f0,Hewlett-Packard,p-9302,PhotoSmart R930 series,,,,,,,,,,,,
d-03f0-9402,v-03f0,Hewlett-Packard,p-9402,PhotoSmart R837,,,,,,,,,,,,
d-03f0-9502,v-03f0,Hewlett-Packard,p-9502,PhotoSmart R840 series,,,,,,,,,,,,
d-03f0-9602,v-03f0,Hewlett-Packard,p-9602,PhotoSmart M730 series,,,,,,,,,,,,
d-03f0-9702,v-03f0,Hewlett-Packard,p-9702,PhotoSmart R740 series,,,,,,,,,,,,
d-03f0-9802,v-03f0,Hewlett-Packard,p-9802,PhotoSmart Mz60 series,,,,,,,,,,,,
d-03f0-9902,v-03f0,Hewlett-Packard,p-9902,PhotoSmart M630 series,,,,,,,,,,,,
